# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul 26 02:52:58 2021
#
# User preference: *
#
# CONSTRAINT:  where (sy_diststr < 100)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
GJ 15 A b,GJ 15 A,1,2,2,Radial Velocity,2014,W. M. Keck Observatory,Published Confirmed,1,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,11.44070000,0.00170000,-0.00160000,0,0.072000,0.003000,-0.004000,0,,,,,,,,,3.03000,0.46000,-0.44000,0,0.00953,0.00145,-0.00138,0,Msini,0.094000,0.091000,-0.065000,0,,,,,,,,,0,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,M1,3607.00,68.00,-68.00,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,-0.340,0.090,-0.090,0,[Fe/H],4.87,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.5622800,0.0005500,-0.0005500,8.0900000,0.1000000,-0.1000000,4.0180000,0.0200000,-0.0200000,7.2162000,0.0005070,-0.0005070,2019-10-02,2018-09,2019-10-10
GJ 15 A b,GJ 15 A,0,2,2,Radial Velocity,2014,W. M. Keck Observatory,Published Confirmed,1,<a refstr=HOWARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794...51H/abstract target=ref>Howard et al. 2014</a>,11.44330000,0.00160000,-0.00160000,0,0.071700,0.003400,-0.003400,0,,,,,,,,,5.35000,0.75000,-0.75000,0,0.01683,0.00236,-0.00236,0,Msini,0.000000,,,0,,,,,550,,,0,0,<a refstr=HOWARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...794...51H/abstract target=ref>Howard et al. 2014</a>,M2 V,3567.00,11.00,-11.00,0,0.39,0.00,0.00,0,0.38,0.06,-0.06,0,-0.320,0.170,-0.170,0,[Fe/H],4.90,0.17,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.5622800,0.0005500,-0.0005500,8.0900000,0.1000000,-0.1000000,4.0180000,0.0200000,-0.0200000,7.2162000,0.0005070,-0.0005070,2019-10-02,2014-10,2019-10-10
GJ 15 A c,GJ 15 A,1,2,2,Radial Velocity,2018,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,7600.00000000,2200.00000000,-1700.00000000,0,5.400000,1.000000,-0.900000,0,,,,,,,,,36.00000,25.00000,-18.00000,0,0.11327,0.07866,-0.05663,0,Msini,0.270000,0.280000,-0.190000,0,,,,,,,,,0,<a refstr=PINAMONTI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...617A.104P/abstract target=ref>Pinamonti et al. 2018</a>,M1,3607.00,68.00,-68.00,0,0.38,0.05,-0.05,0,0.38,0.05,-0.05,0,-0.340,0.090,-0.090,0,[Fe/H],4.87,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296,3.5622800,0.0005500,-0.0005500,8.0900000,0.1000000,-0.1000000,4.0180000,0.0200000,-0.0200000,7.2162000,0.0005070,-0.0005070,2019-10-02,2018-09,2019-10-10
tau Cet e,tau Cet,1,1,4,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,162.87000000,1.08000000,-0.46000000,0,0.538000,0.060000,-0.060000,0,,,,,,,,,3.93000,0.83000,-0.64000,0,0.01237,0.00261,-0.00201,0,Msini,0.180000,0.180000,-0.140000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,,,,,,,,,,0.78,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h44m02.23s,26.0093029,-15d56m01.68s,-15.9337987,3.6030400,0.0067800,-0.0067500,3.4960700,0.0230000,-0.0230000,1.7940000,0.2740000,-0.2740000,3.2485400,0.0103988,-0.0103988,2017-08-14,2017-10,2017-08-17
tau Cet f,tau Cet,1,1,4,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,636.13000000,11.70000000,-47.69000000,0,1.334000,0.017000,-0.044000,0,,,,,,,,,3.93000,1.05000,-1.37000,0,0.01237,0.00330,-0.00431,0,Msini,0.160000,0.070000,-0.160000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,,,,,,,,,,0.78,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h44m02.23s,26.0093029,-15d56m01.68s,-15.9337987,3.6030400,0.0067800,-0.0067500,3.4960700,0.0230000,-0.0230000,1.7940000,0.2740000,-0.2740000,3.2485400,0.0103988,-0.0103988,2017-08-14,2017-10,2017-08-17
tau Cet g,tau Cet,1,1,4,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,20.00000000,0.02000000,-0.01000000,0,0.133000,0.001000,-0.002000,0,,,,,,,,,1.75000,0.25000,-0.40000,0,0.00551,0.00079,-0.00126,0,Msini,0.060000,0.130000,-0.060000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,,,,,,,,,,0.78,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h44m02.23s,26.0093029,-15d56m01.68s,-15.9337987,3.6030400,0.0067800,-0.0067500,3.4960700,0.0230000,-0.0230000,1.7940000,0.2740000,-0.2740000,3.2485400,0.0103988,-0.0103988,2017-08-14,2017-10,2017-08-17
tau Cet h,tau Cet,1,1,4,Radial Velocity,2017,Multiple Observatories,Published Confirmed,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,49.41000000,0.08000000,-0.10000000,0,0.243000,0.003000,-0.003000,0,,,,,,,,,1.83000,0.68000,-0.26000,0,0.00576,0.00214,-0.00082,0,Msini,0.230000,0.160000,-0.150000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..135F/abstract target=ref>Feng et al. 2017</a>,,,,,,,,,,0.78,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h44m02.23s,26.0093029,-15d56m01.68s,-15.9337987,3.6030400,0.0067800,-0.0067500,3.4960700,0.0230000,-0.0230000,1.7940000,0.2740000,-0.2740000,3.2485400,0.0103988,-0.0103988,2017-08-14,2017-10,2017-08-17
eps Ind A b,eps Ind A,1,3,1,Radial Velocity,2019,La Silla Observatory,Published Confirmed,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5002F/abstract target=ref>Feng et al. 2019</a>,16510.00000000,2100.00000000,-1740.00000000,0,11.550000,0.980000,-0.860000,0,,,,,,,,,1032.94750,123.95370,-206.58950,0,3.25000,0.39000,-0.65000,0,Mass,0.260000,0.070000,-0.030000,0,,,,,,,,,0,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.5002F/abstract target=ref>Feng et al. 2019</a>,K2 V,,,,,,,,,0.75,0.04,-0.04,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h03m29.14s,330.8714021,-56d47m48.85s,-56.7969023,3.6385700,0.0033300,-0.0033300,4.6900000,0.0300000,-0.0300000,2.2370000,0.2400000,-0.2400000,4.3456200,0.0073740,-0.0073740,2019-10-18,2019-12,2019-10-24
GJ 1061 b,GJ 1061,1,1,3,Radial Velocity,2020,La Silla Observatory,Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,3.20400000,0.00100000,-0.00100000,0,0.021000,0.001000,-0.001000,0,,,,,,,,,1.37000,0.16000,-0.15000,0,0.00431,0.00050,-0.00047,0,Msini,0.310000,,,1,3.80,0.70,-0.70,0,,,,,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,M5.5 V,2953.00,98.00,-98.00,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,-0.080,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,0.0008900,-0.0009000,12.7000000,0.2000000,-0.2000000,6.6100000,0.0210000,-0.0210000,10.9889000,0.0009450,-0.0009450,2020-02-21,2020-03,2020-02-27
GJ 1061 c,GJ 1061,1,1,3,Radial Velocity,2020,La Silla Observatory,Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,6.68900000,0.00500000,-0.00500000,0,0.035000,0.001000,-0.001000,0,,,,,,,,,1.74000,0.23000,-0.23000,0,0.00547,0.00072,-0.00072,0,Msini,0.290000,,,1,1.40,0.20,-0.20,0,,,,,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,M5.5 V,2953.00,98.00,-98.00,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,-0.080,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,0.0008900,-0.0009000,12.7000000,0.2000000,-0.2000000,6.6100000,0.0210000,-0.0210000,10.9889000,0.0009450,-0.0009450,2020-02-21,2020-03,2020-02-27
GJ 1061 d,GJ 1061,1,1,3,Radial Velocity,2020,La Silla Observatory,Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,13.03100000,0.02500000,-0.03200000,0,0.054000,0.001000,-0.001000,0,,,,,,,,,1.64000,0.24000,-0.23000,0,0.00516,0.00076,-0.00072,0,Msini,0.530000,,,1,0.60,0.10,-0.10,0,,,,,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..536D/abstract target=ref>Dreizler et al. 2020</a>,M5.5 V,2953.00,98.00,-98.00,0,0.16,0.01,-0.01,0,0.12,0.01,-0.01,0,-0.080,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104,3.6727800,0.0008900,-0.0009000,12.7000000,0.2000000,-0.2000000,6.6100000,0.0210000,-0.0210000,10.9889000,0.0009450,-0.0009450,2020-02-21,2020-03,2020-02-27
YZ Cet b,YZ Cet,1,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,1.96876000,0.00021000,-0.00021000,0,0.015570,0.000520,-0.000520,0,,,,,,,,,0.75000,0.13000,-0.13000,0,0.00236,0.00041,-0.00041,0,Msini,0.000000,0.120000,-0.120000,0,,,,,,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4.5,3056.00,60.00,-60.00,0,0.17,0.01,-0.01,0,0.13,0.01,-0.01,0,-0.260,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.7120700,0.0010900,-0.0010900,,,,,,,10.4294000,0.0005760,-0.0005760,2017-08-22,2017-09,2017-08-24
YZ Cet b,YZ Cet,0,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ROBERTSON_2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...864L..28R/abstract target=ref>Robertson 2018</a>,1.96890000,0.00040000,-0.00040000,0,0.015600,0.000400,-0.000400,0,,,,,,,,,0.65000,0.15000,-0.15000,0,0.00205,0.00047,-0.00047,0,Msini,0.030000,0.400000,-0.030000,0,,,,,,,,,0,<a refstr=ROBERTSON_2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...864L..28R/abstract target=ref>Robertson 2018</a>,M4 V,,,,,0.17,0.00,0.00,0,0.13,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.7120700,0.0010900,-0.0010900,,,,,,,10.4294000,0.0005760,-0.0005760,2019-03-25,2018-09,2019-03-28
YZ Cet c,YZ Cet,0,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ROBERTSON_2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...864L..28R/abstract target=ref>Robertson 2018</a>,0.75215000,0.00001000,-0.00001000,0,0.008200,0.000200,-0.000200,0,,,,,,,,,0.58000,0.11000,-0.11000,0,0.00182,0.00035,-0.00035,0,Msini,0.050000,0.350000,-0.050000,0,,,,,,,,,0,<a refstr=ROBERTSON_2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...864L..28R/abstract target=ref>Robertson 2018</a>,M4 V,,,,,0.17,0.00,0.00,0,0.13,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.7120700,0.0010900,-0.0010900,,,,,,,10.4294000,0.0005760,-0.0005760,2019-03-25,2018-09,2019-03-28
YZ Cet c,YZ Cet,1,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,3.06008000,0.00022000,-0.00022000,0,0.020900,0.000700,-0.000700,0,,,,,,,,,0.98000,0.14000,-0.14000,0,0.00308,0.00044,-0.00044,0,Msini,0.040000,0.110000,-0.110000,0,,,,,,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4.5,3056.00,60.00,-60.00,0,0.17,0.01,-0.01,0,0.13,0.01,-0.01,0,-0.260,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.7120700,0.0010900,-0.0010900,,,,,,,10.4294000,0.0005760,-0.0005760,2017-08-22,2017-09,2017-08-24
YZ Cet d,YZ Cet,0,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ROBERTSON_2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...864L..28R/abstract target=ref>Robertson 2018</a>,4.65680000,0.00040000,-0.00040000,0,0.027600,0.000700,-0.000700,0,,,,,,,,,1.21000,0.20000,-0.20000,0,0.00381,0.00063,-0.00063,0,Msini,0.020000,0.250000,-0.020000,0,,,,,,,,,0,<a refstr=ROBERTSON_2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...864L..28R/abstract target=ref>Robertson 2018</a>,M4 V,,,,,0.17,0.00,0.00,0,0.13,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.7120700,0.0010900,-0.0010900,,,,,,,10.4294000,0.0005760,-0.0005760,2019-03-25,2018-09,2019-03-28
YZ Cet d,YZ Cet,1,1,3,Radial Velocity,2017,La Silla Observatory,Published Confirmed,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,4.65627000,0.00042000,-0.00042000,0,0.027640,0.000930,-0.000930,0,,,,,,,,,1.14000,0.17000,-0.17000,0,0.00359,0.00053,-0.00053,0,Msini,0.129000,0.096000,-0.096000,0,,,,,,,,,0,<a refstr=ASTUDILLO_DEFRU_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605L..11A/abstract target=ref>Astudillo-Defru et al. 2017</a>,M4.5,3056.00,60.00,-60.00,0,0.17,0.01,-0.01,0,0.13,0.01,-0.01,0,-0.260,0.080,-0.080,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h12m31.94s,18.1330792,-16d59m46.48s,-16.9962434,3.7120700,0.0010900,-0.0010900,,,,,,,10.4294000,0.0005760,-0.0005760,2017-08-22,2017-09,2017-08-24
